,0,1,2,3,4,5
ZS1 down,-0.05000000074505806,-0.05000000074505806,-0.05000000074505806,0.24999999925494193,-0.5354102007450581,-0.05000000074505806
intensity,,0.937333510739399,0.9365824286639413,0.9936386097792296,0.9637001947868369,0.0
