,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
ZS1 down,-0.6208204030990601,-0.6208204030990601,-0.6208204030990601,-0.5208204030990601,-0.3590170030990601,-0.09721360058346007,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.3590170030990601,-0.09721360309906013,-0.3590170030990601,-0.25901700309906006,-0.09721360309906013,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006,-0.25901700309906006
ZS2 up,0.42531105875968933,0.42531105875968933,0.42531105875968933,0.42531105875968933,0.42531105875968933,0.42531105875968933,0.42531105875968933,0.7253110587596894,-0.06009914124031063,0.42531105875968933,0.23990086630648932,0.5399008587596893,0.36233785737702895,0.46908046630648936,0.46908046630648936,0.46908046630648936,0.46908046630648936,0.46908046630648936,0.5128498738532894,0.46908046630648936,0.46908046630648936,0.46908046630648936,0.46908046630648936,0.7690804663064894,-0.016329733693510595,0.46908046630648936,0.28367027385328936,0.5836702663064893,0.5134031938412061,0.39826007673591035,0.4766291232219877,0.4766291232219877,0.4766291232219877,0.4766291232219877,0.4766291232219877
ZS2 down,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,-0.17082040011882782,0.12917959988117217,-0.6562306001188278,-0.17082040011882782,-0.3562305925720278,-0.5416407850252278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.3562305925720278,-0.05623059257202784,-0.8416407925720277,-0.3562305925720278,-0.5416407850252278
intensity,,0.9112964704937832,0.9516538806906175,0.9350445949730045,0.8742026461067074,0.9052027133304982,0.8513570011375932,1.2279405310347389,0.9656488719150883,0.8750840034315509,0.9008217611071946,0.9394284294685576,0.9136906605929666,0.8656645156213739,1.0709149345388043,0.9463224832258581,0.8788201990472847,0.8489219846236429,0.9613894740002966,0.8930085127193577,0.8676844673238457,0.9560568023932424,0.9081141874707244,1.1688057063156865,1.1057707035345425,0.8902785529349874,0.9824998201226098,0.8956742479748667,0.905737986611186,0.8931582852645679,0.85412231570063,0.9420963526613122,0.9996363961363716,0.9492200434177037,0.9253777165283718
