,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
ZS1 down,-0.13541020452976227,-0.13541020452976227,-0.13541020452976227,-0.03541020452976226,-0.2972136045297623,-0.5590170070453622,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623,-0.2972136045297623
ZS2 up,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.014589800000000042,0.5,0.3145898075468,0.6145898,0.4083872336442784,0.4734845865202284,0.5437694075468,0.516718425523021,0.48987201357478555,0.5063858701233263,0.4961314535371065,0.4961314535371065,0.4961314535371065,0.4961314535371065,0.4961314535371065
ZS2 down,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,0.19999999850988387,-0.5854102014901161,-0.10000000149011612,-0.2854101939433161
intensity,,0.9399050196849656,0.9414757579939743,0.9522973410687576,0.8746818534426687,1.0116802699061154,0.8587168196313149,1.1667335496838647,0.9220175366799388,0.874348692987216,0.8766623166161236,1.0692740396569822,0.8746818729406108,0.8796800558682725,0.9871678270494172,0.8844783393278549,0.8825025194691535,0.9308973464829372,0.8707943722968623,1.1320327462423574,0.9233754835779087,0.8911045149246536,0.8722408929102763
