,0,1,2,3,4,5,6,7,8,9,10,11,12,13
ZS1 down,-0.2590169906616211,-0.2590169906616211,-0.2590169906616211,-0.1590169906616211,0.00278640933837887,-0.1590169906616211,-0.1590169906616211,-0.1590169906616211,-0.1590169906616211,-0.1590169906616211,-0.1590169906616211,-0.1590169906616211,-0.1590169906616211,-0.1590169906616211
ZS2 up,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.779999989271164,-0.005410210728836018,0.47999998927116394,0.29458979681796393,0.5945897892711639,0.5945897892711639,0.5945897892711639,0.5945897892711639
ZS2 down,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.800000011920929,-0.5000000119209289,-0.014589811920929008,-0.5000000119209289
intensity,,0.9751292093688209,0.9842574191082631,0.9725755789071624,1.0600400217695218,0.9937958405651957,1.00340863106795,1.203863210451712,0.9992065202663454,1.094433433166513,0.9464598737211931,0.8934123945646653,0.9557500367327085,0.9528449356712391
