,0,1,2,3,4,5
ZS1 down,-0.2354101985692978,-0.2354101985692978,-0.2354101985692978,-0.13541019856929778,0.026393201430702173,-0.13541019856929778
intensity,,0.8821034488535672,0.9747043157395291,0.918317687957804,0.9712130605374474,0.8832342939485243
