,0,1,2,3,4,5
ZS1 down,-0.05000000074505806,-0.05000000074505806,-0.05000000074505806,0.24999999925494193,0.7354101992549419,0.24999999925494193
intensity,,0.0,0.0,0.0,0.0,0.0
