,0,1,2,3,4,5,6
ZS1 down,-0.05000000074505806,-0.05000000074505806,-0.05000000074505806,0.24999999925494193,-0.5354102007450581,-0.05000000074505806,-0.23541019319825807
intensity,,0.8956742692835905,0.9149360759101742,0.9857284514220407,0.9796436931028655,0.9290238496114489,0.9149360361210795
