,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
ZS1 down,-0.05000000074505806,-0.05000000074505806,-0.05000000074505806,0.24999999925494193,0.7354101992549419,0.5,1.050000000745058,0.5,0.8,0.014589800000000042,0.5,0.3145898075468,0.6145898,0.499999999997,0.4291796103886308,0.47294901902091346,0.489667444958552,0.49978005875361553
intensity,,2.512500004097819,2.512500004097819,1.3125000018626451,1.2770898095662573,1.0,2.512500004097819,1.0,1.4500000000000002,2.1781153113202,1.0,1.1718846973276633,1.0656541113202,1.0,1.0250776379235307,1.0036587778596544,1.0005338084684228,1.0000002418707592
