,0,1,2,3,4,5,6,7,8,9,10,11,12,13
ZS1 down,-0.19721361994743347,-0.19721361994743347,-0.19721361994743347,-0.09721361994743347,-0.3590170199474335,-0.6208204224630334,-0.6208204224630334,-0.6208204224630334,-0.6208204224630334,-0.6208204224630334,-0.6208204224630334,-0.6208204224630334,-0.6208204224630334,-0.6208204224630334
ZS2 up,0.3107212483882904,0.3107212483882904,0.3107212483882904,0.3107212483882904,0.3107212483882904,0.3107212483882904,0.6107212483882904,-0.17468895161170955,0.3107212483882904,0.1253110559350904,0.4253110483882904,0.4253110483882904,0.4253110483882904,0.4253110483882904
ZS2 down,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.4708203971385956,-0.1708203971385956,0.31458980286140437,-0.1708203971385956
intensity,,0.9865718964006703,1.0315349803865501,1.0636132021781781,0.9613894952989165,0.9171132221536362,0.9951936068839363,1.0884929982284293,0.9243149602322996,0.9847021143658825,0.902897408639678,0.8746818637281606,1.306191645057506,0.9399050900807224
